doctrine	definition	story
Tipsy Coachman	"The Tipsy Coachman doctrine is a rule of law that upholds in a higher court a correct conclusion, despite flawed reasoning by the judge in a lower court. In other words, the lower judgment was right but for the wrong reason.
The colorful ""tipsy coachman"" label comes from a 19th-century Georgia case, Lee v. Porter, 63 Ga 345, 346 (1879), in which the Georgia Supreme Court, noting that the ""human mind is so constituted that in many instances it finds the truth when wholly unable to find the way that leads to it"", quoted from Oliver Goldsmith's Retaliation: A Poem written in 1774:

The Florida Supreme Court explained the doctrine in a 2002 appeal from a second-degree murder conviction:

We start with the proposition that generally, if a claim is not raised in the [trial] court, it will not be considered on appeal. However, notwithstanding this principle, in some circumstances, even though a trial court's ruling is based on improper reasoning, the ruling will be upheld if there is any theory or principle of law in the record which would support the ruling.

This longstanding principle of appellate law, sometimes referred to as the 'tipsy coachman' doctrine, allows an appellate court to affirm a trial court that reaches the right result but for the wrong reasons so long as there is any basis which would support the judgment in the record."	"Meet Emily, a passionate artist who owned a small studio in a trendy neighborhood. One day, she discovered that her former business partner, Ryan, had been secretly using their shared studio as a storage space for his own business ventures. Emily was furious and sued Ryan for breach of contract, claiming that he had misused the studio and damaged their partnership.

In the trial court, Emily's lawyer presented a convincing argument, highlighting the contractual agreement that specifically prohibited Ryan from using the studio for anything other than their joint business. The judge agreed and ordered Ryan to compensate Emily for the damages caused by his actions.

On appeal, Ryan's lawyer argued that the trial court had no jurisdiction to rule on the matter, citing a technicality in the contract. However, the appeals court discovered a separate clause in the contract that stated the parties had agreed to resolve disputes through arbitration, not litigation. Despite the trial court's flawed reasoning, the appeals court upheld the judgment in favor of Emily, citing the ""tipsy coachman"" doctrine.

In this scenario, the trial court had arrived at the correct conclusion (requiting Ryan to compensate Emily), but based its decision on the wrong legal principle (the contract). The appeals court, however, found a separate, applicable principle in the contract (the arbitration clause) that supported the original judgment. This demonstrates the ""tipsy coachman"" doctrine in action, where the courts can affirm a lower court's decision, even if the reasoning is flawed, as long as there is another valid legal basis in the record."
Tolling (law)	"Tolling is a legal doctrine that allows for the pausing or delaying of the running of the period of time set forth by a statute of limitations, such that a lawsuit may potentially be filed even after the statute of limitations has run. Although grounds for tolling the statute of limitations vary by jurisdiction, common grounds include:

The plaintiff was a minor at the time a cause of action accrued.
The plaintiff has been deemed mentally incompetent.
The plaintiff has been convicted of a felony and is imprisoned.
The defendant has filed a bankruptcy case triggering a stay of other lawsuits.
The defendant is not physically within a certain jurisdiction (for example, a state or country).
The parties were engaged in good-faith negotiations to resolve a dispute without litigation when the statute of limitations expired.
Tolling may occur under a statute that specifically provides for the tolling of the statute of limitations during specified circumstances. It may also take the form of equitable tolling, where the court applies common law principles of equity to extend the time for the filing of a document."	"Sarah was a teenager when her neighbor, James, drove his car into her parked vehicle, causing significant damage. At the time, Sarah didn't know how to deal with the situation and didn't report the incident to the police or James's insurance company. She just shrugged it off, thinking it was a minor issue that would go away on its own.

Years passed, and Sarah grew up. She never forgot about the damage to her car, but she never took any legal action against James either. One day, Sarah decided to take a closer look at the damage and realized that it was more extensive than she had initially thought. She consulted with an attorney and learned that the statute of limitations for filing a lawsuit against James had expired – she had missed the deadline by several years.

However, Sarah's attorney discovered that Sarah had been underage when the incident occurred, which was a ground for tolling the statute of limitations. Although the original deadline had passed, Sarah was still entitled to file a lawsuit against James. The court eventually allowed the suit to proceed, and James was forced to pay Sarah for the damage he had caused.

In this scenario, the statute of limitations was tolled due to Sarah's minority status at the time the cause of action accrued. This allowed her to file a lawsuit against James, even though the statute of limitations had expired in the meantime."
Totality principle	"The totality principle is a common law principle which applies when a court imposes multiple sentences of imprisonment. The principle was first formulated by David Thomas in his 1970 study of the sentencing decisions of the Court of Appeal of England and Wales:

The effect of the totality principle is to require a sentencer who has passed a series of sentences, each properly calculated in relation to the offence for which it is imposed and each properly made consecutive in accordance with the principles governing consecutive sentences, to review the aggregate sentence and consider whether the aggregate is 'just and appropriate'. The principle has been stated many times in various forms: 'when a number of offences are being dealt with and specific punishments in respect of them are being totted up to make a total, it is always necessary for the court to take a last look at the total just to see whether it looks wrong'; 'when ... cases of multiplicity of offences come before the court, the court must not content itself by doing the arithmetic and passing the sentence which the arithmetic produces. It must look at the totality of the criminal behaviour and ask itself what is the appropriate sentence for all the offences.'"	"Emily was a determined shoplifter who had amassed a list of six conviction offenses in a single year. She had stolen items worth thousands of dollars from various stores, including designer clothing, handbags, and jewelry. The judge had found her guilty of all six charges and decided to sentence her consecutively, which meant that each sentence would run one after the other rather than concurrently.

Initially, the judge considered the six separate counts, adding up a total of two years in prison time: six months for each offense to be served consecutively.

But then, the judge took a step back and reviewed the totality of Emily's behavior. She realized that the six separate shoplifting incidents were all connected to her underlying addiction to designer goods. She had been stealing to feed her obsession, and her actions were driven by a common motivation.

With this insight, the judge re-examined the total sentence. Two years seemed disproportionate in light of her behavior as a whole. The judge considered a more comprehensive view of Emily's actions and decided to reduce the total sentence, ultimately imposing a sentence of 18 months for all six offenses.

In this scenario, the totality principle influenced the judge's decision. The judge looked beyond the separate sentences and considered the aggregate sentence as a whole. Taking a step back, the judge evaluated whether the total sentence reflected the severity of Emily's overall behavior and ultimately decided to adjust it to better reflect her broader circumstances."
Transnational child protection	"Transnational child protection refers to the protection of children from violence, exploitation, abuse and neglect in an international setting. When a non-national child comes into contact with public authorities and service providers, a series of checks, assessments and immediate measures sets in to identify the child and to assess her or his situation. Article 19 of the UN Convention on the Rights of the Child provides for the protection of children in and out of the home, including in their country of origin, residence or a third country. Article 2 of the Convention provides for the right to non-discrimination, meaning children have the right to protection regardless of the national origin or status of the child or his or her parents or legal guardians.
A child may become party to a transnational child protection case because of a need for protection, including: due to international adoption, being born to parents with different or multiple nationalities, being born in a different country than either parent's nationality, and migrating or being trafficked. Being an unaccompanied or separated minor comes with particular challenges."	"**The Case of Sophie**

Sophie, a 10-year-old girl, is born to a French mother and an American father in a hospital in London. Her parents, who had been living in the UK for a few years as students, had planned to raise Sophie in the UK. When Sophie's mother had a medical emergency, she was rushed to the hospital, and Sophie was born prematurely. However, while hospitalized, Sophie's case was referred to the UK authorities due to concerns about her well-being.

The UK social services, Child Protection Team, got involved to assess Sophie's situation. As an international child, part of Sophie's identity and needs were not immediately clear-cut. At first, her nationality was unresolved, and her parents' relationship was strained due to language barriers and differing opinions on raising Sophie.

Through collaboration with international authorities in France and the US, the UK team discovered that Sophie's father's family was struggling financially in the US, and her mother's visa in the UK was about to expire. The case team recognized Sophie's vulnerability as an international child without clear residency status and needed to ensure her rights and support. 

With further investigation, it was determined that Sophie could be protected under Article 19 of the UN Convention on the Rights of the Child, which guarantees protection for children in and out of the home regardless of their nationality or the status of their parents. The UK Child Protection Team, in coordination with international partners, worked together to secure permanent legal residency for Sophie in the UK and offered necessary support and care for the young girl."
Treaty body	In international law, a treaty body (or treaty-based body) is an internationally established body of independent experts that monitor how States party to a particular international legal instrument are implementing their obligations under it.	"As the newly elected representative of a small country in Central America, Sofia had always been eager to address the long-standing issue of deforestation in her country. After years of diplomatic efforts, her government finally signed the ""Amazon Rainforest Agreement"" – an international treaty aimed at conserving the world's most precious tropical ecosystems.

Unbeknownst to Sofia, however, her country's actual implementation of the treaty was far from perfect. Loggers and landowners continued to clear-cut forests at alarming rates, despite the country's official commitment to reduce deforestation by 20% within three years.

It was then that the Amazon Rainforest Agreement's Treaty Body stepped in. This independent panel of experts, comprising of conservationists, scientists, and lawyers from multiple countries, reviewed Sofia's government's progress towards meeting its treaty obligations. They received reports from NGOs, indigenous communities, and even analyzed satellite images of the forest cover.

The treaty body assessed the country's efforts and found that it had failed to meet its deforestation targets. They provided guidance on corrective measures, urging Sofia's government to strengthen enforcement of anti-logging laws, invest in sustainable forestry practices, and ensure community involvement in forest management.

Armed with the treaty body's recommendations, Sofia was forced to face the reality of her government's half-hearted efforts. She rallied her colleagues, and together they implemented new laws, subsidized reforestation efforts, and engaged local communities in conservation initiatives. Thanks to the treaty body's scrutiny, Sofia's country made significant strides in protecting its precious rainforests. The Amazon Rainforest Agreement served as a powerful tool in holding governments accountable to their international commitments."
Unaccompanied minor	"An unaccompanied minor (sometimes ""unaccompanied child"" or ""separated child"") is a child without the presence of a legal guardian.
The UN Committee on the Rights of the Child defines unaccompanied minors and unaccompanied children as those ""who have been separated from both parents and other relatives and are not being cared for by an adult who, by law or custom, is responsible for doing so."" The Committee defines separated children as those ""who have been separated from both parents, or from their previous legal or customary primary care-giver, but not necessarily from other relatives. These may, therefore, include children accompanied by other adult family members.""
The number of unaccompanied minors increased drastically from 16,067 to 68,541 during 2011 to 2014."	"Here's a short story illustrating the concept of an unaccompanied minor:

**The Orphaned Son**

As the sun rises over the bustling airport, 12-year-old Carlos stands alone at the baggage carousel, clutching a small backpack and clutching a piece of paper with a ladies' phone number scribbled on it. Just a few days ago, Carlos's mother, Maria, had been a victim of a tragic car accident in Central America. She was on a trip from their home in Honduras to visit her sister in the United States, where she had hoped to start a new life for her and Carlos.

In the chaos after the accident, Maria's sister, who had agreed to meet Maria in the States, was nowhere to be found. Social services in Honduras had been unable to locate any other relatives, and Carlos was left behind, given to a kind social worker who accompanied him to the airport for his flight to meet Maria's sister. However, when they arrived at the arrivals gate, Maria's sister was not there. The social worker had to leave, citing a prior commitment, leaving Carlos alone and bewildered.

As the airport's lost and found staff try to track down Maria's sister, Carlos becomes anxious and scared. He has no one to turn to, no phone number to call, and no way to communicate with his parents. He is now an unaccompanied minor, abandoning his dream of a new life with his mother to face the uncertainty of being alone in a foreign country."
Unconscionability	Unconscionability (sometimes known as unconscionable dealing/conduct in Australia) is a doctrine in contract law that describes terms that are so extremely unjust, or overwhelmingly one-sided in favor of the party who has the superior bargaining power, that they are contrary to good conscience.  Typically, an unconscionable contract is held to be unenforceable because no reasonable or informed person would otherwise agree to it. The perpetrator of the conduct is not allowed to benefit, because the consideration offered is lacking, or is so obviously inadequate, that to enforce the contract would be unfair to the party seeking to escape the contract.	"Here's a story that illustrates unconscionability:

Maria, a Spanish language student, struggled to make ends meet after moving to the United States for college. One day, while living in a small studio apartment, she received a notice from her landlord, Mr. Johnson, terminating her lease in 30 days. Desperate for a place to stay, Maria hastily applied for a new apartment with Mr. Johnson. He presented her with a verbal contract that would tie her to a 2-year lease with an astronomical rent increase the following year. He also included a clause that she would have to pay a surprising and unusually high $5,000 penalty for breaking the lease, regardless of any changes in the market or location of the apartment.

Maria, still feeling the consequence of losing her previous accommodation, signed the contract without fully understanding the penalties. Her student visa job did not cover the life rent hike, and she was forced to put some of her tuition on credit to meet the sky-rocketing financial situation created by Mr. Johnson's lease terms. Six months into the lease, José's senior came down with an emergency and Maria needed to move home for reasons not unprecedented. Mr. Johnson once again demanded Maria pay him $5,000.

A court, in analyzing the situation, found this contract as unconscionable because the terms were far from reasonable considering Maria's purported living conditions. Mr. Johnson refused to renegotiate or make a concession, concerning many to consider the deal to be stacked against her, basically worthwhile only to him."
Unconscionability in English law	"Unconscionability in English law is a field of contract law and the law of trusts, which precludes the enforcement of voluntary (or consensual) obligations unfairly exploiting the unequal power of the consenting parties. ""Inequality of bargaining power"" is another term used to express essentially the same idea for the same area of law, which can in turn be further broken down into cases on duress, undue influence and exploitation of weakness. In these cases, where someone's consent to a bargain was only procured through duress, out of undue influence or under severe external pressure that another person exploited, courts have felt it was unconscionable (i.e., contrary to good conscience) to enforce agreements. Any transfers of goods or money may be claimed back in restitution on the basis of unjust enrichment subject to certain defences.
Considerable controversy is still present over whether ""iniquitous pressure"" must actually be exercised by a defendant in order for a voluntary obligation to be voidable. While it seems clear that in cases of undue influence the pressure need not come from the person who may lose the contract, it is open to debate whether circumstances exist where an obligation should be voidable simply because the person was pressured by circumstances wholly outside a defendant's control.
One of the most prominent cases in this area is Lloyds Bank Ltd v Bundy, where Lord Denning MR advocated that there be a general principle to govern this entire area. He called the concept ""inequality of bargaining power"", while the American case espousing an equivalent doctrine, Williams v. Walker-Thomas Furniture Co. (1965), termed the issue one of ""unconscionability"". Note that even though it is accepted that an ""inequality of bargaining power"" is relevant to the doctrine of undue influence, Lord Denning's broader dictum on a general equitable principle of an ""inequality of bargaining power"" was later rejected by the House of Lords in the 1985 case National Westminster Bank plc v Morgan.

"	"Here's a story that illustrates the concept of unconscionability in English law:

Maria and her husband, John, are struggling to pay their mortgage after John lost his job. One evening, a friendly loan shark, Jack, arrives at their doorstep, offering to lend them £5,000 to cover the mortgage payments. Maria is desperate and agrees to take the loan, without carefully reading the contract or understanding the interest rate and repayment terms. Jack pressures her to sign the contract immediately, citing that the offer is only available for a few hours and that other lenders are willing to offer a better deal. Maria signs the contract, feeling relieved that their home might be saved.

However, when Maria later reads the fine print, she realizes that the interest rate is exorbitant, and the loan must be repaid in just 30 days. If she defaults, Jack can seize their home. Maria soon realizes that she's trapped in a disastrous contract, and she asks the court to strike it down as unconscionable. The court agrees, recognizing that Maria was under undue influence and that the loan contracts terms were unfairly oppressive. The contract is deemed voidable, and Maria's family is freed from the debt. This case demonstrates how a power imbalance can create an unconscionable contract that the court must disentangle to prevent injustice."
Undue hardship	"An undue hardship is an American and Canadian legal term referring to special or specified circumstances that partially or fully exempt a person or organization from performance of a legal obligation so as to avoid an unreasonable or disproportionate burden or obstacle.
For example, employers are required to provide a reasonable accommodation to qualified individuals with disabilities, but when an accommodation becomes too taxing on the organization it is classified as an undue hardship and is no longer required.  
These hardships include the nature and cost of the accommodation in relation to the size, resources, nature, and structure of the employer's operation. In the religious exemption context, undue burden is separately defined as anything ""more than de minimus"", as opposed to onerous or costly burdens."	"Emily, a dedicated teacher, had been working at Oakdale Elementary School for over 10 years. She had always been an exemplary employee, earning praises from administrators and students alike. However, after a car accident, Emily suffered a severe back injury that left her with a permanent disability.

Under the Americans with Disabilities Act (ADA), Oakdale Elementary was required to provide a reasonable accommodation to enable Emily to continue working. Emily requested a part-time schedule, which would allow her to take regular breaks to rest and avoid exacerbating her injury.

Initially, the school administration agreed to this accommodation, recognizing that Emily's productivity and morale remained high, and her teaching skills were undeniably valuable. However, after a year, the school's budget constraints and increased student enrollment made it challenging to adjust to the new schedule.

The school administration, facing an undue hardship, informed Emily that, although they valued her contributions, they could no longer accommodate her part-time schedule. Despite this, they offered alternative flexible arrangements, such as telecommuting one day a week or taking shorter breaks. Emily understood the school's position and, after exploring these options, found a compromise that allowed her to continue teaching with some modifications.

In this scenario, the school's initial accommodation, although reasonable, became an undue hardship due to the changing circumstances of the organization. The school's obligation to provide a reasonable accommodation was modified to find an alternative solution that still enabled Emily to work, while also taking into account the school's legitimate concerns."
Undue influence	"Undue influence (UI) is a psychological process by which a person's free will and judgement is supplanted by that of another. It is a legal term and the strict definition varies by jurisdiction. Generally speaking, it is a means by which a person gains control over their victims' decision making through manipulation tactics and unfair pressure, typically for financial gain. Historically, UI has been poorly understood, even in some legal circles.
Undue influence is typically perpetrated by a person who is trusted by the victim and is dependent on them for emotional and physical needs. Caregivers are often found to have unduly influenced their patients, however, anyone in a position of trust and authority over the victim (e.g. fiduciary) may be guilty. This includes the victims' attorney, accountant, nursing home attendant, or even children. UI is a process, not a single event. A manipulator may spend weeks, months, or even years before successfully unduly-influencing their victim. Anyone is susceptible to UI, but the elderly are particularly vulnerable. Perpetrators of UI operate in shadow, enacting their manipulation behind closed doors where there are no witnesses. A person being unduly influenced may become withdrawn, depressive and passive. Physical signs of abuse may include unexplained bruising, scratches, and/or broken bones. Other signs may include missing or broken dentures, prescription eyeglasses, hearing aids or other assistive devices. 
A distinction is made between the nature of capacity and undue influence. In assessing capacity, the practitioner evaluates an individual's ability to competently perform tasks (e.g., execute a will or give medical consent). These assessments give insight to the functioning of the cognitive capabilities at that moment in time. Conversely, screening for undue influence is focused on the process of events which occur over an extended period. To determine whether another person is leveraging unfair tactics on the victim, an assessment specific to undue influence is required. 
Undue influence occurs in various circumstances including, but not limited to domestic violence, hostage situations, cults, prisoners of war, and dictatorships. The common theme among these situations is the aspect of psychological manipulation. Traumatic bonding may occur between the victim and influencer, as a result, the victim may even defend the perpetrator. The effectiveness of cult tactics (e.g. love bombing) on young and healthy individuals illustrates that anyone, regardless of mental status, is a potential victim of UI under certain circumstances.
Elderly Americans are living longer, and with this increased life expectancy, the prevalence of cognitive disorders associated with advanced age has also increased. A significant concentration of wealth is controlled by this aging demographic making them a potential target for exploitation.  Modern families are becoming more complex and dispersed. Given these factors, the number of will contests involving undue influence is expected to increase."	"Meet Emma, a 75-year-old widow who lives alone in a cozy house in a quiet neighborhood. Her granddaughter, Rachel, has been taking care of her for the past five years, helping with grocery shopping, cooking, and managing her medication. Rachel has become Emma's confidante and closest companion, and Emma has come to rely heavily on her.

As Emma's health begins to decline, she starts to struggle with cognitive decline and becomes more reliant on Rachel to handle her daily affairs. Rachel, knowing Emma's vulnerability, starts to subtly manipulate her into making decisions that benefit herself financially. She convinces Emma to change the beneficiaries of her life insurance policy and to add her own name as the primary owner of Emma's bank accounts.

At first, Emma is hesitant, but Rachel's constant reassurance and ""concern"" for Emma's well-being wear her down. Emma starts to feel guilty for questioning Rachel's advice and begins to doubt her own judgment. Rachel's influence over Emma grows, and soon Emma is signing papers without fully understanding their implications.

As Emma's family and friends become suspicious of Rachel's activities, they start to notice changes in Emma's behavior. She becomes withdrawn and isolated, and her usual spark seems to be gone. Her family discovers that Rachel has been hiding financial documents and evidence of Emma's altered will, and they begin to suspect that Rachel has been unduly influencing Emma.

In this scenario, Rachel has leveraged her position of trust and authority to manipulate Emma into making decisions that were not in her best interest. This is a classic case of undue influence, where a caregiver has exploited the vulnerability of an elderly individual to gain control over their assets and decision-making."
Undue influence in English law	"Undue influence in English law is a field of contract law and property law whereby a transaction may be set aside if it was procured by the influence exerted by one person on another, such that the transaction ""ought not fairly to be as treated the expression of [that] person's free will"".
Historically, the doctrine had predominantly been invoked where the person who is exercising undue influence over another person either enters into a contract with the affected person or receives a gift from them. However, much of the recent case law relates to three party cases, where one person (often a husband) exerts undue influence on a second person (the wife) to enter into a transaction (providing a guarantee or security for the husband's debts) with a third party (often a bank).  The doctrine originally developed because of perceived limitations in the law relating to duress. Although the modern law is different, previously in order to set aside a contract for duress it was necessary to show a threat of violence to the person (this is now no longer the case), and the doctrine developed in response to more subtle forms of coercion.  Accordingly, many earlier cases which refer to undue influence are capable of being reconsidered as actually relating to duress or unconscionable bargains in the modern sense.
The leading authority on undue influence is now the decision of the House of Lords in Royal Bank of Scotland v Etridge (No 2), but much of the earlier case law continues to be relevant. There has been no real statutory intervention in this area of the law. Despite the wide array of cases considering the doctrine, there remains some disagreement as to the precise ambit of the doctrine."	"Emma had been married to James for over 20 years, and throughout their relationship, she had always managed their finances. After James's mother's passing, he became desperate to pay off his mother's debts left behind. The bank was threatening to repossess his mother's property, and James was frantically trying to come up with a plan to settle the debt.

Emma, being the careful planner she was, suggested that she guarantee James's debts, ensuring the bank would release the property and allow James to focus on rebuilding his life. James was hesitant at first, but Emma assured him that it was the best way to handle the situation. With Emma's reassurances and her role as the financial manager of their household, James eventually agreed to let Emma handle the negotiations with the bank.

Weeks went by, and Emma negotiated the guarantee with the bank. However, unbeknownst to James, Emma had secretly taken control of his financial affairs, hiding the fact that the bank was asking for joint guarantees and that his property would be at risk if he defaulted on the loan. When James discovered the truth, he was devastated, feeling deceived and manipulated by Emma.

In court, James argued that Emma had exerted undue influence over him, taking advantage of his vulnerability and emotional state to secure the guarantee. The court agreed, ruling that the guarantee was not a genuine expression of James's free will, as Emma had wielded her influence to manipulate him into signing away his assets.

In this case, Emma's undue influence led to the nullification of the guarantee, reflecting the doctrine's purpose in protecting individuals from coercion and unfair influence in their financial dealings."
Uninsured employer	"Uninsured employer in the United States is a term to identify an employer of workers under circumstances where there is no form of insurance in place to provide certain benefits to those workers.  More specifically, it is a term used in workers’ compensation law to identify an employer who does not have some form of worker's compensation insurance or self-insurance coverage in effect at the time of, or during the time of, a claimed injury.
All States require that employers provide injury benefits coverage to their employees. These benefits are called workers’ compensation insurance coverage.  This kind of coverage is to be distinguished from liability coverage, which covers the premises and the owner/occupier of the space from claims made by non-employees for injuries on the premises. It is also to be distinguished from health insurance, which covers only medical bills for non-work incurred conditions.
Protection can be accomplished through a traditional insurance policy for workers’ compensation coverage. Coverage can also be accomplished by way of compliance with various State self-insurance laws (usually reserved for larger employers) requiring substantial bonding and self-funding.  For example, public agencies are usually permissibly self-insured.
When the employer has no specific insurance, or arrangement for the provision of workers’ compensation benefits to injured employees, the employer is then referred to as an uninsured employer."	"As the sun rose over the small town of Willow Creek, a routine morning unfolded at the local construction site. Joe, a skilled carpenter, was hard at work on the new community center. Suddenly, a heavy beam fell, pinning Joe's leg beneath its weight. His coworkers rushed to his aid, calling 911 and stabilizing the beam until medical help arrived.

The emergency room doctor quickly determined that Joe's injury was serious and would require multiple surgeries. As he prepared to treat Joe, the doctor asked about his insurance status. Joe mentioned that his employer, Tom's Construction, didn't have any workers' compensation insurance. The doctor's expression turned grim, explaining that Tom's Construction was an uninsured employer.

Joe was shocked and worried. Without workers' compensation insurance, he might not receive the medical benefits he desperately needed. He realized that Tom, the owner, had been taking risks by avoiding insurance premiums, putting his employees at risk. As Joe underwent treatment, he began to explore his options, researching his rights as an employee of an uninsured employer.

In the end, Joe learned that he might be eligible for state benefits and potentially even file a claim against Tom's Construction for negligence. Though the road ahead would be challenging, Joe determined to fight for his rights and the rights of his fellow workers who might also be affected by the lack of insurance. The incident served as a valuable lesson about the importance of workers' compensation insurance and the consequences of being an uninsured employer."
United States v. American Bell Telephone Co.	United States v. Bell Telephone Co., 167 U.S. 224 (1897), is an 1897 decision of the United States Supreme Court that held that the United States lacked standing to challenge the validity of its issued patents “on the mere ground of error of judgment” in issuing them. The United States had standing to seek to invalidate patents, however, on grounds of fraudulent procurement and also as a defense to a charge of patent infringement. The decision operated for many decades as a bar to government efforts to seek invalidation of patents that it considered spurious until the Supreme Court limited Bell Telephone, first to a limited extent in United States v. United States Gypsum Co., and then more broadly in United States v. Glaxo Group Ltd.	"It was 1895 and Emma, a small business owner, had worked tirelessly to develop a game-changing invention - a revolutionary new hair dryer that used hot air to style hair in minutes. She was granted a patent for her innovative design and began marketing the product.

However, a giant competitor, Albert's Grooming Products, also started selling a similar product claiming it was the first. Emma accused Albert of patent infringement and sought legal recourse in court. The United States government, feeling Emma's patent was essentially invalid and overly broad, initially decided to support her claim against Albert's Grooming Products.

The Supreme Court would ultimately rule in United States v. Bell Telephone Co. that the U.S. government did not have the right to sue based solely on errors in judgment made when granting the patent. In short, the government couldn't argue the patent was a mistake, but could challenge it if, for instance, it was fraudulently obtained."
United States v. Glaxo Group Ltd.	"United States v. Glaxo Group Ltd., 410 U.S. 52 (1973), is a 1973 decision of the United States Supreme Court in which the Court held that (1) when a patent is directly involved in an antitrust violation, the Government may challenge the validity of the patent; and (2) ordinarily, in patent-antitrust cases, ""[m]andatory selling on specified terms and compulsory patent licensing at reasonable charges are recognized antitrust remedies."""	"It was a busy evening at the local pharmacy, where medications were frequently being prescribed by doctors to patients. Among the shelves stocked with various medicines, one particular medication, called ""Euphorix,"" had gained immense popularity due to its remarkable healing properties. However, the company behind Euphorix, Glaxo Group Ltd., was found to be engaging in antitrust practices to maintain its monopoly over the market.

The company was accused of setting exorbitant prices for Euphorix, restricting its availability, and refusing to licence the rights to other pharmaceutical companies. The government, concerned about the impact on patients and the healthcare system, decided to take action. They charged Glaxo Group Ltd. with antitrust violations and, as part of the lawsuit, also questioned the validity of the patent that protected the Euphorix formula.

In this case, the Supreme Court agreed with the government's stance. They ruled that when a patent is directly involved in an antitrust violation, the government has the right to challenge the validity of that patent. In situations where a patent impedes fair competition and harms the overall market, the court can intervene.

The court also emphasized that, in patent-antitrust cases, certain remedies, such as mandatory selling on specified terms or compulsory patent licensing at reasonable charges, can be considered as recognized antitrust remedies. These remedies aim to promote fair competition and ensure that the public has access to essential medications at affordable prices.

This ruling sent a strong message to companies engaging in antitrust practices, reminding them that their actions would be closely monitored, and where necessary, taken to court."
Universal jurisdiction	"Universal jurisdiction is a legal principle that allows states or international organizations to prosecute individuals for serious crimes, such as genocide, war crimes, and crimes against humanity, regardless of where the crime was committed and irrespective of the accused's nationality or residence. Rooted in the belief that certain offenses are universally morally reprehensible and that they threaten the international community as a whole, universal jurisdiction holds that such acts are beyond the scope of any single nation's laws. Instead, these crimes are considered to violate norms owed to the global community (erga omnes) and fundamental principles of international law (jus cogens), making them prosecutable in any court that invokes this principle.
While universal jurisdiction has been championed by organizations such as Amnesty International for ensuring that perpetrators of grave crimes find no refuge, it remains controversial. Critics, like former U.S. Secretary of State Henry Kissinger, argue that it undermines national sovereignty and risks turning judicial proceedings into politically motivated trials. The principle gained prominence following the Nuremberg trials after World War II, which prosecuted Nazi officials for crimes against humanity, even when such acts were legal under German law at the time. Since then, it has been invoked in various international tribunals and national courts to address impunity for crimes committed in conflict zones or under repressive regimes.
Notably, universal jurisdiction has been applied in cases like Israel’s prosecution of Adolf Eichmann in 1961, the trials of Rwandan genocide perpetrators, and the prosecution of former Chilean dictator Augusto Pinochet. The establishment of the International Criminal Court (ICC) further strengthened this concept, though its use remains contentious, often constrained by political considerations and the practical challenges of enforcing extraterritorial justice."	"As the sun set over the bustling streets of Lagos, Nigeria, local authorities received a shocking tip: a Swiss national, Johann Wiese, was in town, suspected of complicity in the 1994 Rwandan genocide. Wiese, a former military sniper, had fled to Somalia after the International Tribunal for the former Yugoslavia issued an arrest warrant for his involvement in the Srebrenica massacre. When DNA analysis confirmed his presence in Lagos, Nigerian officials immediately issued an arrest warrant.

Wiese had thought himself safe in Sweden, where he had lived under a false identity for over a decade. However, Nigeria invoked universal jurisdiction, citing the international community's shared responsibility to prosecute those responsible for crimes against humanity. Even though Wiese had never set foot in Nigeria, the principle of universal jurisdiction allowed the country to prosecute him for his alleged crimes.

The Nigerian government collaborated with international authorities to bring Wiese to justice, carrying out a surveillance operation and eventually apprehending him. As he stood before a Nigerian court, Wiese was charged with the lesser charge of complicity in genocide, tried according to Nigerian law and international standards. Prosecutors presented evidence of Wiese's participation in the Rwandan genocide, drawing from testimonies, records, and forensic evidence collected in other countries.

The verdict shocked human rights organizations worldwide: guilty. Wiese was sentenced to prison time. With this case, Nigeria exercised universal jurisdiction, demonstrating that no state can be seen as a haven for those committing the most heinous crimes."
Valid when made	"Valid when made (also sometimes valid-when-made) is a United States legal doctrine that holds that the terms of a loan, if legally valid when the loan was made, remain valid after the loan is sold or assigned to a third party. Historically, the doctrine has often been applied to loans made by national banks and then transferred to secondary lenders. Under this doctrine, debt buyers may purchase loans from national banks and collect interest at the same rate as the original lender, regardless of the usury laws of the state they operate in.
The doctrine entered common law during the 19th century and was codified in a final rule by the Office of the Comptroller of the Currency in 2020."	"It was a hot summer day in Phoenix, Arizona, and Sarah had just graduated from college with a heavy student loan debt. She had taken out a $20,000 loan from First National Bank at 6% interest, which seemed reasonable at the time. However, after moving to Arizona, she discovered that the state had strict usury laws limiting interest rates to 5% per annum.

Sarah learned that a debt collector, XYZ Corporation, had purchased her loan from First National Bank and was now trying to collect the interest at the 6% rate. Sarah felt ripped off, arguing that the interest rate was illegal under Arizona's usury laws.

That's when she met Attorney Rachel, a consumer protection lawyer who explained the doctrine of ""valid when made"" to her. Rachel explained that when First National Bank made the loan, it was a valid and legal agreement between the bank and Sarah. Even though the loan was later sold to XYZ Corporation, the terms of the loan – including the interest rate – remained the same.

Rachel filed a lawsuit on Sarah's behalf, arguing that the doctrine of ""valid when made"" allowed the original loan terms to stand, even after the loan was assigned to XYZ Corporation. The court ultimately ruled in Sarah's favor, upholding the 6% interest rate. While Sarah wasn't thrilled about paying more interest, she knew that the original loan terms were valid when they were made, and the doctrine of ""valid when made"" protected the lender's rights."
